hotel_type,window_booking,check_in,booking_status,booking_changes,reservation_date,reservation_status,deposit_type,weekend_nights,week_nights,days_in_waiting_list,number_adults,number_children,number_babies,country_code,country_name,region,market_segment,distribution_channel,repeated_guest,customer_type,reserved_room,assigned_room,meal_code,special_requests,prev_cancels,prev_not_cancels,adr,bucket
City Hotel,280,2016-09-19,Cancelled,0,2016-01-18,Canceled,Non Refund,1,2,35,1,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,100.0,180+ days
City Hotel,42,2016-09-19,Cancelled,0,2016-08-22,Canceled,No Deposit,1,1,0,2,0.0,0,CHN,China,Asia,Online TA,TA/TO,No,Transient,A,A,Self Catering,1,0,0,112.59,31-90 days
City Hotel,159,2016-09-19,Cancelled,1,2016-09-13,Canceled,No Deposit,1,2,0,1,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,122.0,91-180 days
City Hotel,206,2016-09-19,Cancelled,0,2016-08-29,Canceled,Non Refund,1,2,0,1,0.0,0,PRT,Portugal,Europe,Corporate,Corporate,No,Transient-Party,E,E,Bed & Breakfast,0,0,0,106.0,180+ days
City Hotel,49,2016-09-19,Cancelled,0,2016-08-02,Canceled,No Deposit,1,3,0,2,0.0,0,ESP,Spain,Europe,Online TA,TA/TO,No,Transient,D,D,Half Board,1,0,0,192.6,31-90 days
City Hotel,163,2016-09-19,Cancelled,0,2016-04-09,Canceled,No Deposit,1,3,0,2,0.0,0,NLD,Netherlands,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,140.4,91-180 days
City Hotel,21,2016-09-19,Cancelled,0,2016-08-29,Canceled,No Deposit,1,3,0,2,2.0,0,ITA,Italy,Europe,Online TA,TA/TO,No,Transient,F,F,Bed & Breakfast,0,0,0,234.0,8-30 days
City Hotel,73,2016-09-19,Cancelled,0,2016-09-06,Canceled,No Deposit,1,3,0,2,0.0,0,MEX,Mexico,Americas,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,149.4,31-90 days
City Hotel,12,2016-09-19,Cancelled,2,2016-09-09,Canceled,No Deposit,1,3,0,1,0.0,0,PRT,Portugal,Europe,Corporate,Corporate,No,Transient,D,D,Bed & Breakfast,0,0,0,110.0,8-30 days
City Hotel,267,2016-09-19,Confirmed,0,2016-09-26,Check-Out,No Deposit,2,5,0,2,0.0,0,BEL,Belgium,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,73.37,180+ days
City Hotel,213,2016-09-19,Cancelled,0,2016-04-23,Canceled,No Deposit,3,5,0,2,0.0,0,BRA,Brazil,Americas,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,119.85,180+ days
City Hotel,164,2016-09-19,Cancelled,0,2016-07-18,Canceled,No Deposit,3,6,0,2,0.0,0,NOR,Norway,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,0,0,0,116.1,91-180 days
City Hotel,141,2016-09-19,Cancelled,0,2016-08-15,Canceled,No Deposit,2,5,0,1,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,1,0,0,118.8,91-180 days
City Hotel,141,2016-09-19,Cancelled,2,2016-09-15,Canceled,No Deposit,2,5,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,3,0,0,129.86,91-180 days
City Hotel,7,2016-09-20,Cancelled,0,2016-09-15,Canceled,No Deposit,0,1,0,1,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,3,0,0,143.0,0-7 days
City Hotel,7,2016-09-20,Cancelled,0,2016-09-16,Canceled,No Deposit,0,1,0,1,0.0,0,ESP,Spain,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,1,0,0,129.0,0-7 days
City Hotel,0,2016-09-20,Cancelled,0,2016-09-20,Canceled,No Deposit,0,1,0,2,0.0,0,PRT,Portugal,Europe,Direct,Direct,No,Transient,A,C,Bed & Breakfast,0,0,0,190.0,0-7 days
City Hotel,71,2016-09-20,Cancelled,0,2016-08-09,Canceled,No Deposit,0,2,0,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,80.75,31-90 days
City Hotel,55,2016-09-20,Cancelled,0,2016-07-27,Canceled,No Deposit,0,3,0,3,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,168.3,31-90 days
City Hotel,46,2016-09-20,Cancelled,0,2016-09-04,Canceled,No Deposit,0,3,0,3,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,G,G,Bed & Breakfast,1,0,0,243.9,31-90 days
City Hotel,40,2016-09-20,Cancelled,0,2016-08-16,Canceled,No Deposit,0,3,0,2,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,F,F,Bed & Breakfast,2,0,0,207.9,31-90 days
City Hotel,55,2016-09-20,Cancelled,0,2016-07-27,Canceled,No Deposit,0,3,0,2,2.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,F,F,Bed & Breakfast,0,0,0,207.9,31-90 days
City Hotel,125,2016-09-20,Cancelled,0,2016-05-23,Canceled,No Deposit,1,5,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,143.1,91-180 days
City Hotel,123,2016-09-20,Cancelled,0,2016-09-05,Canceled,No Deposit,1,5,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,143.1,91-180 days
City Hotel,174,2016-09-20,Cancelled,0,2016-08-24,Canceled,No Deposit,1,5,0,3,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,159.3,91-180 days
City Hotel,120,2016-09-20,Cancelled,0,2016-07-28,Canceled,No Deposit,1,5,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,143.1,91-180 days
City Hotel,123,2016-09-20,Cancelled,0,2016-09-20,No-Show,No Deposit,1,5,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,143.1,91-180 days
City Hotel,200,2016-09-20,Cancelled,0,2016-03-13,Canceled,No Deposit,1,5,0,3,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,150.45,180+ days
City Hotel,106,2016-09-20,Cancelled,1,2016-09-02,Canceled,No Deposit,1,5,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,B,Bed & Breakfast,2,0,0,135.9,91-180 days
City Hotel,123,2016-09-20,Cancelled,0,2016-07-26,Canceled,No Deposit,1,5,0,3,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,162.0,91-180 days
City Hotel,142,2016-09-20,Cancelled,0,2016-09-20,Canceled,No Deposit,1,5,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,143.1,91-180 days
City Hotel,124,2016-09-20,Cancelled,0,2016-08-30,Canceled,No Deposit,1,5,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,143.1,91-180 days
City Hotel,123,2016-09-20,Cancelled,0,2016-09-13,Canceled,No Deposit,1,5,0,3,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,162.0,91-180 days
City Hotel,121,2016-09-20,Cancelled,0,2016-09-13,Canceled,No Deposit,1,5,0,3,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,162.0,91-180 days
City Hotel,200,2016-09-20,Cancelled,0,2016-03-07,Canceled,No Deposit,1,5,0,3,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,150.45,180+ days
City Hotel,142,2016-09-20,Cancelled,1,2016-09-11,Canceled,No Deposit,1,5,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,B,Bed & Breakfast,1,0,0,129.6,91-180 days
City Hotel,13,2016-09-20,Cancelled,1,2016-09-09,Canceled,No Deposit,0,3,0,1,0.0,0,PRT,Portugal,Europe,Corporate,Corporate,No,Transient,D,D,Bed & Breakfast,0,0,0,110.0,8-30 days
City Hotel,1,2016-09-20,Cancelled,0,2016-09-20,No-Show,No Deposit,0,3,0,2,0.0,0,PRT,Portugal,Europe,Direct,Direct,No,Transient,A,A,Bed & Breakfast,0,0,0,160.0,0-7 days
City Hotel,55,2016-09-20,Cancelled,0,2016-07-27,Canceled,No Deposit,0,3,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,149.4,31-90 days
City Hotel,27,2016-09-20,Cancelled,0,2016-09-20,No-Show,No Deposit,0,3,0,2,2.0,0,CHN,China,Asia,Online TA,TA/TO,No,Transient,F,F,Bed & Breakfast,1,0,0,212.1,8-30 days
City Hotel,117,2016-09-20,Cancelled,0,2016-06-02,Canceled,No Deposit,0,3,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,143.1,91-180 days
City Hotel,232,2016-09-20,Cancelled,0,2016-07-06,Canceled,No Deposit,0,4,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,1,0,0,109.65,180+ days
City Hotel,255,2016-09-20,Cancelled,4,2016-02-20,Canceled,No Deposit,0,4,0,2,0.0,0,USA,United States,Americas,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,122.83,180+ days
City Hotel,182,2016-09-20,Cancelled,0,2016-05-30,Canceled,No Deposit,0,4,0,2,0.0,0,FIN,Finland,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,126.9,180+ days
City Hotel,171,2016-09-20,Cancelled,0,2016-07-18,Canceled,No Deposit,2,5,0,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,80.75,91-180 days
City Hotel,279,2016-09-20,Cancelled,0,2016-08-07,Canceled,No Deposit,2,5,0,2,2.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,F,F,Bed & Breakfast,0,0,0,177.3,180+ days
City Hotel,200,2016-09-20,Cancelled,0,2016-03-07,Canceled,No Deposit,2,8,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,129.54,180+ days
City Hotel,2,2016-09-21,Cancelled,0,2016-09-21,No-Show,No Deposit,0,1,0,1,0.0,0,PRT,Portugal,Europe,Corporate,Corporate,No,Transient,A,A,Bed & Breakfast,0,0,0,169.0,0-7 days
City Hotel,62,2016-09-21,Cancelled,0,2016-08-24,Canceled,No Deposit,0,1,0,1,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient-Party,A,A,Half Board,0,0,0,75.0,31-90 days
City Hotel,20,2016-09-21,Cancelled,0,2016-09-05,Canceled,No Deposit,0,1,0,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,85.5,8-30 days
City Hotel,76,2016-09-21,Cancelled,0,2016-07-08,Canceled,No Deposit,0,3,0,0,2.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,B,B,Bed & Breakfast,3,0,0,127.38,31-90 days
City Hotel,77,2016-09-21,Cancelled,1,2016-07-07,Canceled,No Deposit,0,3,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,B,B,Bed & Breakfast,3,0,0,127.38,31-90 days
City Hotel,271,2016-09-21,Cancelled,1,2016-08-24,Canceled,No Deposit,0,3,0,1,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient-Party,A,A,Half Board,0,0,0,95.0,180+ days
City Hotel,296,2016-09-21,Cancelled,0,2016-06-20,Canceled,No Deposit,0,4,0,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,85.0,180+ days
City Hotel,136,2016-09-21,Cancelled,0,2016-09-20,Canceled,No Deposit,1,4,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,144.9,91-180 days
City Hotel,143,2016-09-21,Cancelled,0,2016-08-16,Canceled,No Deposit,1,4,0,1,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,143.1,91-180 days
City Hotel,143,2016-09-21,Cancelled,0,2016-09-19,Canceled,No Deposit,1,4,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,2,0,0,129.6,91-180 days
City Hotel,143,2016-09-21,Cancelled,0,2016-09-04,Canceled,No Deposit,1,4,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,2,0,0,129.6,91-180 days
City Hotel,110,2016-09-21,Cancelled,0,2016-09-04,Canceled,No Deposit,1,4,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,149.4,91-180 days
City Hotel,124,2016-09-21,Cancelled,0,2016-07-06,Canceled,No Deposit,2,4,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,143.1,91-180 days
City Hotel,440,2016-09-22,Cancelled,0,2015-10-21,Canceled,Non Refund,0,1,0,1,0.0,0,PRT,Portugal,Europe,Groups,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,59.0,180+ days
City Hotel,14,2016-09-22,Cancelled,0,2016-09-15,Canceled,No Deposit,0,1,0,1,0.0,0,USA,United States,Americas,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,2,0,0,184.0,8-30 days
City Hotel,440,2016-09-22,Cancelled,0,2015-10-21,Canceled,Non Refund,0,2,0,2,0.0,0,PRT,Portugal,Europe,Groups,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,62.0,180+ days
City Hotel,0,2016-09-22,Cancelled,0,2016-09-22,Canceled,No Deposit,0,1,0,2,0.0,0,PRT,Portugal,Europe,Direct,Direct,No,Transient,A,A,Bed & Breakfast,0,0,0,89.0,0-7 days
City Hotel,7,2016-09-22,Cancelled,0,2016-09-19,Canceled,No Deposit,0,1,0,1,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,150.15,0-7 days
City Hotel,276,2016-09-22,Cancelled,0,2016-08-30,Canceled,No Deposit,0,3,178,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,95.0,180+ days
City Hotel,111,2016-09-22,Cancelled,0,2016-09-02,Canceled,No Deposit,0,2,0,3,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,168.3,91-180 days
City Hotel,198,2016-09-22,Cancelled,0,2016-08-31,Canceled,No Deposit,0,3,0,3,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,159.3,180+ days
City Hotel,260,2016-09-22,Cancelled,0,2016-01-26,Canceled,No Deposit,0,3,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient-Party,A,A,Self Catering,0,0,0,113.4,180+ days
City Hotel,260,2016-09-22,Cancelled,0,2016-01-16,Canceled,No Deposit,0,3,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient-Party,A,A,Self Catering,0,0,0,113.4,180+ days
City Hotel,276,2016-09-22,Cancelled,0,2016-09-14,Canceled,No Deposit,0,3,178,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,95.0,180+ days
City Hotel,276,2016-09-22,Cancelled,0,2016-04-01,Canceled,No Deposit,0,3,0,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,95.0,180+ days
City Hotel,198,2016-09-22,Cancelled,0,2016-08-31,Canceled,No Deposit,0,3,0,3,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,3,0,0,159.3,180+ days
City Hotel,94,2016-09-22,Cancelled,0,2016-08-30,Canceled,No Deposit,0,3,0,1,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,85.0,91-180 days
City Hotel,276,2016-09-22,Cancelled,0,2016-09-02,Canceled,No Deposit,0,3,178,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,95.0,180+ days
City Hotel,143,2016-09-22,Cancelled,0,2016-06-16,Canceled,No Deposit,1,3,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,129.6,91-180 days
City Hotel,82,2016-09-22,Cancelled,0,2016-07-16,Canceled,No Deposit,1,3,0,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,95.0,31-90 days
City Hotel,187,2016-09-22,Cancelled,0,2016-08-19,Canceled,No Deposit,1,3,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,119.85,180+ days
City Hotel,85,2016-09-22,Cancelled,0,2016-07-27,Canceled,No Deposit,1,3,0,2,2.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,F,F,Bed & Breakfast,0,0,0,220.73,31-90 days
City Hotel,19,2016-09-22,Cancelled,0,2016-09-03,Canceled,No Deposit,1,3,0,2,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,0,0,0,141.5,8-30 days
City Hotel,144,2016-09-22,Cancelled,0,2016-07-11,Canceled,No Deposit,1,3,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,0,0,0,118.8,91-180 days
City Hotel,144,2016-09-22,Cancelled,0,2016-06-16,Canceled,No Deposit,1,3,0,3,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Half Board,0,0,0,213.3,91-180 days
City Hotel,144,2016-09-22,Cancelled,0,2016-09-07,Canceled,No Deposit,1,3,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,2,0,0,129.6,91-180 days
City Hotel,110,2016-09-22,Cancelled,0,2016-06-16,Canceled,No Deposit,1,3,0,2,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,149.4,91-180 days
City Hotel,184,2016-09-22,Cancelled,0,2016-04-11,Canceled,No Deposit,2,3,0,2,0.0,0,DNK,Denmark,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,137.28,180+ days
City Hotel,251,2016-09-22,Cancelled,0,2016-04-13,Canceled,No Deposit,2,4,0,2,0.0,0,AGO,Angola,Africa,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,108.8,180+ days
City Hotel,245,2016-09-22,Cancelled,0,2016-01-26,Canceled,No Deposit,2,5,0,2,0.0,0,BEL,Belgium,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,107.59,180+ days
City Hotel,18,2016-09-23,Cancelled,0,2016-09-09,Canceled,No Deposit,0,1,0,1,0.0,0,GAB,Gabon,Africa,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,159.0,8-30 days
City Hotel,163,2016-09-23,Cancelled,0,2016-04-21,Canceled,No Deposit,0,1,0,3,0.0,0,BRA,Brazil,Americas,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,159.3,91-180 days
City Hotel,163,2016-09-23,Cancelled,1,2016-04-21,Canceled,No Deposit,0,1,0,2,0.0,0,BRA,Brazil,Americas,Online TA,TA/TO,No,Transient,A,C,Bed & Breakfast,2,0,0,126.9,91-180 days
City Hotel,429,2016-09-23,Confirmed,0,2016-09-25,Check-Out,No Deposit,0,2,330,2,0.0,0,FRA,France,Europe,Groups,TA/TO,No,Transient-Party,A,B,Bed & Breakfast,0,0,0,65.0,180+ days
City Hotel,429,2016-09-23,Confirmed,0,2016-09-25,Check-Out,No Deposit,0,2,330,2,0.0,0,FRA,France,Europe,Groups,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,65.0,180+ days
City Hotel,297,2016-09-23,Confirmed,1,2016-09-25,Check-Out,No Deposit,0,2,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,A,E,Bed & Breakfast,1,0,0,118.0,180+ days
City Hotel,271,2016-09-23,Confirmed,1,2016-09-25,Check-Out,No Deposit,0,2,0,3,0.0,0,GBR,United Kingdom,Europe,Direct,Direct,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,125.4,180+ days
City Hotel,271,2016-09-23,Confirmed,0,2016-09-25,Check-Out,No Deposit,0,2,0,2,0.0,0,GBR,United Kingdom,Europe,Direct,Direct,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,95.4,180+ days
City Hotel,2,2016-09-23,Cancelled,0,2016-09-21,Canceled,No Deposit,0,2,0,2,0.0,0,PRT,Portugal,Europe,Groups,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,65.0,0-7 days
City Hotel,2,2016-09-23,Cancelled,0,2016-09-23,Canceled,No Deposit,0,2,0,2,0.0,0,PRT,Portugal,Europe,Direct,Direct,No,Transient,A,A,Bed & Breakfast,0,0,0,120.0,0-7 days
City Hotel,110,2016-09-23,Cancelled,0,2016-07-26,Canceled,No Deposit,0,2,0,2,0.0,0,ESP,Spain,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,149.4,91-180 days
City Hotel,244,2016-09-23,Cancelled,0,2016-09-06,Canceled,No Deposit,0,2,0,2,0.0,0,GBR,United Kingdom,Europe,Direct,Direct,No,Transient,A,A,Bed & Breakfast,0,0,0,95.4,180+ days
City Hotel,193,2016-09-23,Cancelled,0,2016-07-15,Canceled,No Deposit,0,2,0,2,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,126.9,180+ days
City Hotel,429,2016-09-23,Confirmed,0,2016-09-25,Check-Out,No Deposit,0,2,330,2,0.0,0,FRA,France,Europe,Groups,TA/TO,No,Transient,A,D,Bed & Breakfast,0,0,0,65.0,180+ days
City Hotel,2,2016-09-23,Cancelled,0,2016-09-23,Canceled,No Deposit,0,2,0,1,0.0,0,PRT,Portugal,Europe,Direct,Direct,No,Transient,A,A,Bed & Breakfast,0,0,0,120.0,0-7 days
City Hotel,18,2016-09-23,Cancelled,0,2016-09-07,Canceled,No Deposit,0,2,0,1,0.0,0,ESP,Spain,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,2,0,0,149.0,8-30 days
City Hotel,110,2016-09-23,Cancelled,0,2016-07-26,Canceled,No Deposit,0,2,0,3,0.0,0,ESP,Spain,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,168.3,91-180 days
City Hotel,429,2016-09-23,Cancelled,0,2016-09-23,Canceled,No Deposit,0,2,330,2,0.0,0,PRT,Portugal,Europe,Groups,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,65.0,180+ days
City Hotel,271,2016-09-23,Confirmed,0,2016-09-25,Check-Out,No Deposit,0,2,0,2,0.0,0,IRL,Ireland,Europe,Direct,Direct,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,95.4,180+ days
City Hotel,254,2016-09-23,Cancelled,0,2016-05-10,Canceled,No Deposit,0,2,0,1,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,119.7,180+ days
City Hotel,19,2016-09-23,Cancelled,0,2016-09-20,Canceled,No Deposit,1,2,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,159.0,8-30 days
City Hotel,111,2016-09-23,Cancelled,2,2016-09-09,Canceled,No Deposit,1,2,0,2,1.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,3,0,0,154.5,91-180 days
City Hotel,275,2016-09-23,Confirmed,2,2016-09-26,Check-Out,No Deposit,1,2,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,A,D,Bed & Breakfast,2,0,0,118.2,180+ days
City Hotel,29,2016-09-23,Cancelled,0,2016-09-05,Canceled,No Deposit,1,2,0,2,2.0,0,CHN,China,Asia,Online TA,TA/TO,No,Transient,F,F,Half Board,0,0,0,210.03,8-30 days
City Hotel,112,2016-09-23,Cancelled,0,2016-09-09,Canceled,No Deposit,1,2,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,1,0,0,134.1,91-180 days
City Hotel,206,2016-09-23,Cancelled,0,2016-03-01,Canceled,No Deposit,2,3,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,A,A,Half Board,0,0,0,132.77,180+ days
City Hotel,22,2016-09-24,Cancelled,0,2016-09-08,Canceled,No Deposit,0,1,0,2,0.0,0,PRT,Portugal,Europe,Direct,Direct,No,Transient,D,D,Bed & Breakfast,1,0,0,157.5,8-30 days
City Hotel,34,2016-09-24,Cancelled,0,2016-09-06,Canceled,No Deposit,1,1,0,2,0.0,0,ITA,Italy,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,143.55,31-90 days
City Hotel,59,2016-09-24,Cancelled,0,2016-07-28,Canceled,No Deposit,1,1,0,3,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,168.3,31-90 days
City Hotel,254,2016-09-24,Cancelled,0,2016-03-01,Canceled,Non Refund,1,1,0,2,0.0,0,PRT,Portugal,Europe,Groups,TA/TO,No,Transient,A,A,Half Board,0,0,0,96.0,180+ days
City Hotel,1,2016-09-24,Cancelled,0,2016-09-24,Canceled,No Deposit,0,1,0,2,0.0,0,RUS,Russia,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,0,0,0,180.0,0-7 days
City Hotel,8,2016-09-24,Cancelled,0,2016-09-16,Canceled,No Deposit,1,1,0,2,2.0,0,ESP,Spain,Europe,Online TA,TA/TO,No,Transient,F,F,Bed & Breakfast,0,0,0,259.0,8-30 days
City Hotel,19,2016-09-24,Cancelled,0,2016-09-07,Canceled,No Deposit,0,1,0,2,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,1,0,0,149.0,8-30 days
